Date,HomeTeam,AwayTeam,HS,AS,HST,AST,FTHG,FTAG,WRH,WRA,PH,PA,FTR
21/02/16,Torino,Carpi,11,5,4,0,0,0,34,15,0,-3,D
22/02/16,Napoli,Milan,19,7,4,2,1,1,54,39,2,3,D
27/02/16,Empoli,Roma,8,15,3,6,1,3,26,52,-3,5,A
27/02/16,Milan,Torino,19,11,3,4,1,0,40,33,3,-1,H
28/02/16,Carpi,Atalanta,10,12,4,5,1,1,14,21,-3,-2,D
28/02/16,Chievo,Genoa,16,11,6,4,1,0,29,35,0,-2,H
28/02/16,Juventus,Inter,9,8,6,3,2,0,69,43,4,0,H
28/02/16,Palermo,Bologna,7,17,4,5,0,0,29,37,-3,0,D
28/02/16,Sampdoria,Frosinone,25,15,6,1,2,0,30,22,-1,0,H
28/02/16,Udinese,Verona,13,10,4,2,2,0,27,20,-1,0,H
29/02/16,Fiorentina,Napoli,11,6,1,5,1,1,52,53,3,1,D
29/02/16,Lazio,Sassuolo,15,8,3,6,0,2,47,33,-1,1,A
04/03/16,Roma,Fiorentina,14,11,7,1,4,1,53,51,5,1,H
05/03/16,Napoli,Chievo,25,8,10,2,3,1,53,28,1,0,H
05/03/16,Verona,Sampdoria,11,14,4,8,0,3,19,31,-2,0,A
06/03/16,Atalanta,Juventus,13,9,3,5,0,2,21,69,-2,4,A
06/03/16,Bologna,Carpi,17,6,4,2,0,0,35,14,1,-2,D
06/03/16,Frosinone,Udinese,23,6,4,2,2,0,25,27,0,-2,H
06/03/16,Genoa,Empoli,15,10,5,2,1,0,36,25,0,-4,H
06/03/16,Inter,Palermo,10,9,5,4,3,1,43,28,0,-3,H
06/03/16,Sassuolo,Milan,16,13,4,5,2,0,34,39,3,1,H
06/03/16,Torino,Lazio,13,12,4,5,1,1,33,47,-1,0,D
11/03/16,Juventus,Sassuolo,16,7,7,2,1,0,70,34,4,2,H
12/03/16,Empoli,Sampdoria,15,13,5,5,1,1,25,31,-4,1,D
12/03/16,Inter,Bologna,17,6,3,1,2,1,44,34,1,0,H
13/03/16,Carpi,Frosinone,12,13,3,4,2,1,17,24,0,0,H
13/03/16,Chievo,Milan,20,10,5,1,0,0,28,38,-1,1,D
13/03/16,Fiorentina,Verona,10,12,4,4,1,1,50,19,1,-2,D
13/03/16,Genoa,Torino,13,9,6,5,3,2,37,32,1,-1,H
13/03/16,Lazio,Atalanta,5,11,2,1,2,0,47,20,1,-3,H
13/03/16,Palermo,Napoli,5,18,1,7,0,1,28,54,-4,1,A
13/03/16,Udinese,Roma,10,15,3,7,1,2,26,53,-3,5,A
19/03/16,Empoli,Palermo,11,13,3,2,0,0,25,27,-3,-3,D
19/03/16,Roma,Inter,16,6,6,2,1,1,52,44,4,2,D
20/03/16,Atalanta,Bologna,14,9,7,2,2,0,22,33,-2,-2,H
20/03/16,Frosinone,Fiorentina,12,22,4,6,0,0,23,50,-1,0,D
20/03/16,Milan,Lazio,20,9,4,2,1,1,38,47,0,0,D
20/03/16,Napoli,Genoa,22,9,11,2,3,1,55,36,3,1,H
20/03/16,Sampdoria,Chievo,16,12,7,6,0,1,30,29,0,0,A
20/03/16,Sassuolo,Udinese,13,8,1,3,1,1,33,26,2,-2,D
20/03/16,Torino,Juventus,10,14,6,7,1,4,32,70,-3,4,A
20/03/16,Verona,Carpi,8,11,3,5,1,2,19,20,-2,2,A
02/04/16,Carpi,Sassuolo,11,9,1,7,1,3,19,34,1,2,A
02/04/16,Juventus,Empoli,19,9,9,3,1,0,71,24,5,-3,H
03/04/16,Atalanta,Milan,10,12,4,3,2,1,23,37,0,-1,H
03/04/16,Chievo,Palermo,9,14,4,4,3,1,30,27,2,-3,H
03/04/16,Fiorentina,Sampdoria,20,8,8,4,1,1,49,30,-1,1,D
03/04/16,Genoa,Frosinone,21,9,9,2,4,0,37,22,1,-2,H
03/04/16,Inter,Torino,10,12,2,3,1,2,43,33,0,-2,A
03/04/16,Lazio,Roma,18,17,3,6,1,4,46,53,-1,4,A
03/04/16,Udinese,Napoli,11,11,6,2,3,1,27,54,0,2,H
04/04/16,Bologna,Verona,9,4,1,1,0,1,32,20,-3,-2,A
09/04/16,Chievo,Carpi,17,12,3,3,1,0,31,18,2,0,H
09/04/16,Frosinone,Inter,15,20,2,3,0,1,21,44,-2,2,A
09/04/16,Milan,Juventus,11,9,5,4,1,2,37,71,-3,5,A
09/04/16,Sassuolo,Genoa,17,9,5,4,0,1,34,38,0,3,A
10/04/16,Empoli,Fiorentina,7,22,4,5,2,0,25,48,-1,-2,H
10/04/16,Napoli,Verona,19,8,6,1,3,0,55,20,3,-2,H
10/04/16,Palermo,Lazio,7,18,2,8,0,3,27,47,-4,1,A
10/04/16,Sampdoria,Udinese,15,16,5,2,2,0,31,27,1,-2,H
10/04/16,Torino,Atalanta,5,16,3,7,2,1,34,22,0,-1,H
11/04/16,Roma,Bologna,14,7,5,2,1,1,52,31,3,-3,D
16/04/16,Bologna,Torino,8,6,1,3,0,1,30,35,-4,1,A
16/04/16,Carpi,Genoa,15,16,10,3,4,1,21,38,1,1,H
16/04/16,Inter,Napoli,11,10,4,2,2,0,45,54,2,1,H
17/04/16,Atalanta,Roma,12,17,4,7,3,3,22,52,0,2,D
17/04/16,Fiorentina,Sassuolo,13,9,4,1,3,1,49,33,0,-2,H
17/04/16,Juventus,Palermo,16,10,6,4,4,0,71,26,5,-4,H
17/04/16,Lazio,Empoli,19,6,7,1,2,0,47,25,2,-1,H
17/04/16,Sampdoria,Milan,10,14,3,3,0,1,31,38,-1,-1,A
17/04/16,Udinese,Chievo,15,5,3,2,0,0,26,31,-1,3,D
17/04/16,Verona,Frosinone,14,13,4,2,1,2,19,24,-2,-2,A
19/04/16,Napoli,Bologna,20,5,14,0,6,0,54,29,1,-4,H
20/04/16,Chievo,Frosinone,23,9,8,2,5,1,31,23,4,-2,H
20/04/16,Empoli,Verona,12,20,7,6,1,0,26,19,0,-3,H
20/04/16,Genoa,Inter,16,17,5,4,1,0,38,44,1,0,H
20/04/16,Juventus,Lazio,19,7,12,1,3,0,72,47,5,0,H
20/04/16,Palermo,Atalanta,15,10,3,4,2,2,26,22,-3,1,D
20/04/16,Roma,Torino,20,13,6,5,3,2,52,34,2,1,H
20/04/16,Sassuolo,Sampdoria,23,4,8,2,0,0,33,30,-1,-1,D
20/04/16,Udinese,Fiorentina,10,9,3,3,2,1,27,48,1,-1,H
21/04/16,Milan,Carpi,20,6,3,2,0,0,37,20,-1,0,D
23/04/16,Inter,Udinese,25,12,9,5,3,1,45,27,1,0,H
24/04/16,Atalanta,Chievo,11,10,5,2,1,0,23,31,1,2,H
24/04/16,Bologna,Genoa,11,5,5,3,2,0,31,38,-2,1,H
24/04/16,Fiorentina,Juventus,21,6,7,3,1,2,47,72,-2,5,A
24/04/16,Frosinone,Palermo,16,7,4,2,0,2,22,27,-3,-2,A
24/04/16,Sampdoria,Lazio,13,20,7,4,2,1,31,46,1,-1,H
24/04/16,Torino,Sassuolo,15,12,3,4,1,3,34,34,1,0,A
25/04/16,Carpi,Empoli,16,8,3,3,1,0,22,26,0,-1,H
25/04/16,Roma,Napoli,9,9,3,4,1,0,53,54,3,-1,H
25/04/16,Verona,Milan,28,11,12,6,2,1,20,37,-1,-2,H
30/04/16,Chievo,Fiorentina,9,21,4,5,0,0,31,47,1,-2,D
30/04/16,Udinese,Torino,13,15,4,6,1,5,27,35,-2,1,A
01/05/16,Empoli,Bologna,5,16,1,6,0,0,25,30,0,-1,D
01/05/16,Juventus,Carpi,19,11,3,1,2,0,73,22,5,0,H
01/05/16,Lazio,Inter,9,15,4,4,2,0,47,44,1,1,H
01/05/16,Milan,Frosinone,24,9,11,4,3,3,36,22,-1,-2,D
01/05/16,Palermo,Sampdoria,10,8,4,4,2,0,28,31,0,0,H
01/05/16,Sassuolo,Verona,6,16,1,2,1,0,35,20,0,-3,H
02/05/16,Genoa,Roma,14,20,5,8,2,3,37,54,-1,3,A
02/05/16,Napoli,Atalanta,18,3,10,1,2,1,54,23,1,-1,H
07/05/16,Bologna,Milan,8,15,1,5,0,1,29,37,-2,1,A
07/05/16,Inter,Empoli,13,14,5,2,2,1,45,25,1,-2,H
08/05/16,Atalanta,Udinese,8,4,2,2,1,1,22,26,0,-1,D
08/05/16,Carpi,Lazio,27,16,9,7,1,3,21,48,0,1,A
08/05/16,Fiorentina,Palermo,21,4,4,0,0,0,46,28,-1,1,D
08/05/16,Frosinone,Sassuolo,18,21,4,5,0,1,21,36,-2,2,A
08/05/16,Roma,Chievo,23,11,11,4,3,0,54,30,4,-1,H
08/05/16,Sampdoria,Genoa,12,18,3,7,0,3,30,38,-2,-1,A
08/05/16,Torino,Napoli,7,15,2,6,1,2,34,55,-1,1,A
08/05/16,Verona,Juventus,12,16,4,5,2,1,21,72,-1,3,H
14/05/16,Juventus,Sampdoria,24,7,12,1,5,0,72,30,3,-2,H
14/05/16,Milan,Roma,14,16,6,9,1,3,36,55,-1,5,A
14/05/16,Napoli,Frosinone,33,9,12,2,4,0,56,21,3,-4,H
14/05/16,Sassuolo,Inter,9,10,3,6,3,1,36,44,4,-1,H
15/05/16,Chievo,Bologna,5,16,0,4,0,0,30,28,-1,-1,D
15/05/16,Empoli,Torino,10,18,3,5,2,1,26,34,0,-3,H
15/05/16,Genoa,Atalanta,11,13,2,4,1,2,38,23,-1,1,A
15/05/16,Lazio,Fiorentina,16,16,6,5,2,4,47,47,-1,-1,A
15/05/16,Palermo,Verona,5,14,3,4,3,2,28,21,3,-1,H
15/05/16,Udinese,Carpi,15,10,5,5,1,2,26,23,-2,0,A
20/08/16,Juventus,Fiorentina,19,4,4,1,2,1,72,46,3,-1,H
20/08/16,Roma,Udinese,25,11,9,1,4,0,55,26,5,-4,H
21/08/16,Atalanta,Lazio,19,11,6,6,3,4,23,48,0,1,A
21/08/16,Bologna,Crotone,20,5,6,0,1,0,30,0,1,-1,H
21/08/16,Chievo,Inter,12,13,4,3,2,0,31,44,-1,-1,H
21/08/16,Empoli,Sampdoria,8,15,3,5,0,1,26,31,-2,-1,A
21/08/16,Genoa,Cagliari,22,4,6,3,3,1,39,20,-1,0,H
21/08/16,Milan,Torino,11,20,5,4,3,2,37,33,0,-3,H
21/08/16,Palermo,Sassuolo,7,22,2,8,0,1,28,37,2,5,A
21/08/16,Pescara,Napoli,9,22,3,4,2,2,0,55,0,2,D
27/08/16,Lazio,Juventus,6,13,1,5,0,1,47,73,1,3,A
27/08/16,Napoli,Milan,17,12,8,3,4,2,55,37,4,0,H
28/08/16,Cagliari,Roma,17,21,5,7,2,2,20,55,0,4,D
28/08/16,Crotone,Genoa,11,18,3,8,1,3,0,39,-2,1,A
28/08/16,Fiorentina,Chievo,13,9,3,2,1,0,47,30,1,-1,H
28/08/16,Inter,Palermo,22,7,5,3,1,1,43,28,-2,1,D
28/08/16,Sampdoria,Atalanta,8,7,4,1,2,1,32,23,-1,-2,H
28/08/16,Sassuolo,Pescara,13,15,3,5,0,3,37,50,3,1,A
28/08/16,Torino,Bologna,20,10,11,2,5,1,34,30,-1,-1,H
28/08/16,Udinese,Empoli,11,13,3,4,2,0,26,25,-2,-2,H
10/09/16,Juventus,Sassuolo,23,9,10,3,3,1,73,36,3,1,H
10/09/16,Palermo,Napoli,5,17,1,7,0,3,27,56,-1,4,A
11/09/16,Atalanta,Torino,22,14,3,7,2,1,24,34,0,-3,H
11/09/16,Bologna,Cagliari,17,11,10,5,2,1,31,19,0,0,H
11/09/16,Chievo,Lazio,7,11,4,3,1,1,30,46,-1,0,D
11/09/16,Milan,Udinese,14,10,2,2,0,1,36,27,-1,0,A
11/09/16,Pescara,Inter,10,22,5,7,1,2,33,44,0,0,A
11/09/16,Roma,Sampdoria,24,12,8,7,3,2,55,31,4,-1,H
12/09/16,Empoli,Crotone,13,6,5,2,2,1,26,0,-1,-3,H
16/09/16,Sampdoria,Milan,12,10,3,3,0,1,31,37,-1,-1,A
17/09/16,Lazio,Pescara,23,10,11,3,3,0,47,25,0,-1,H
17/09/16,Napoli,Bologna,21,9,10,3,3,1,57,31,4,0,H
18/09/16,Cagliari,Atalanta,12,7,9,2,3,0,21,23,0,-1,H
18/09/16,Crotone,Palermo,11,12,1,5,1,1,0,27,-3,-1,D
18/09/16,Fiorentina,Roma,8,14,4,3,1,0,48,55,2,2,H
18/09/16,Inter,Juventus,16,9,3,2,2,1,45,72,0,3,H
18/09/16,Sassuolo,Genoa,11,17,6,5,2,0,37,39,1,1,H
18/09/16,Torino,Empoli,15,5,5,2,0,0,33,26,-2,0,D
18/09/16,Udinese,Chievo,8,20,4,6,1,2,27,31,-1,1,A
20/09/16,Milan,Lazio,17,20,8,5,2,0,38,46,1,0,H
21/09/16,Atalanta,Palermo,16,7,4,2,0,1,23,28,-3,-1,A
21/09/16,Bologna,Sampdoria,11,10,4,3,2,0,32,30,1,-1,H
21/09/16,Chievo,Sassuolo,5,7,3,2,2,1,32,37,2,-1,H
21/09/16,Empoli,Inter,9,13,3,4,0,2,25,45,-2,2,A
21/09/16,Genoa,Napoli,12,14,5,3,0,0,38,56,0,3,D
21/09/16,Juventus,Cagliari,28,2,13,0,4,0,72,20,3,-2,H
21/09/16,Pescara,Torino,19,11,4,3,0,0,20,33,-1,-1,D
21/09/16,Roma,Crotone,20,11,7,3,4,0,55,0,2,-4,H
21/09/16,Udinese,Fiorentina,15,7,5,3,2,2,27,47,0,2,D
24/09/16,Napoli,Chievo,13,7,5,2,2,0,56,31,4,0,H
24/09/16,Palermo,Juventus,4,15,2,7,0,1,28,73,-1,3,A
25/09/16,Fiorentina,Milan,20,12,5,1,0,0,46,37,1,0,D
25/09/16,Genoa,Pescara,8,12,4,4,1,1,38,16,1,-1,D
25/09/16,Inter,Bologna,22,8,6,3,1,1,45,31,3,0,D
25/09/16,Lazio,Empoli,12,9,3,3,2,0,47,25,0,-2,H
25/09/16,Sassuolo,Udinese,12,11,5,3,1,0,37,26,-1,0,H
25/09/16,Torino,Roma,18,21,9,5,3,1,34,54,1,0,H
26/09/16,Cagliari,Sampdoria,9,18,3,2,2,1,22,30,0,-3,H
26/09/16,Crotone,Atalanta,10,12,3,8,1,3,0,24,-4,-1,A
01/10/16,Pescara,Chievo,11,15,2,4,0,2,14,32,-3,2,A
01/10/16,Udinese,Lazio,15,15,3,5,0,3,26,48,-2,2,A
02/10/16,Atalanta,Napoli,10,13,4,3,1,0,25,56,1,2,H
02/10/16,Bologna,Genoa,6,13,3,4,0,1,31,39,0,1,A
02/10/16,Cagliari,Crotone,14,22,9,8,2,1,24,0,1,-4,H
02/10/16,Empoli,Juventus,6,26,3,11,0,3,25,73,-2,3,A
02/10/16,Milan,Sassuolo,15,7,6,5,4,3,38,37,2,-1,H
02/10/16,Roma,Inter,19,17,8,5,2,1,55,44,1,2,H
02/10/16,Sampdoria,Palermo,23,4,7,2,1,1,30,27,-4,-1,D
02/10/16,Torino,Fiorentina,18,13,5,5,2,1,34,46,1,1,H
15/10/16,Juventus,Udinese,15,8,5,4,2,1,73,26,3,-4,H
15/10/16,Napoli,Roma,21,14,5,6,1,3,55,56,0,1,A
15/10/16,Pescara,Sampdoria,10,22,7,9,1,1,12,29,-2,-3,D
16/10/16,Chievo,Milan,8,16,5,5,1,3,32,39,1,4,A
16/10/16,Fiorentina,Atalanta,17,13,6,3,0,0,45,25,0,0,D
16/10/16,Genoa,Empoli,8,2,3,1,0,0,38,25,0,-3,D
16/10/16,Inter,Cagliari,17,11,4,6,1,2,44,26,0,3,A
16/10/16,Lazio,Bologna,25,9,8,4,1,1,47,30,2,-1,D
16/10/16,Sassuolo,Crotone,22,8,9,1,2,1,38,0,1,-4,H
17/10/16,Palermo,Torino,16,15,3,7,1,4,27,35,-1,3,A
22/10/16,Milan,Juventus,8,22,2,3,1,0,40,72,4,3,H
22/10/16,Sampdoria,Genoa,14,10,7,5,2,1,30,38,-1,0,H
23/10/16,Atalanta,Inter,11,7,8,4,2,1,25,43,2,-2,H
23/10/16,Bologna,Sassuolo,14,8,4,3,1,1,29,37,0,0,D
23/10/16,Cagliari,Fiorentina,10,16,5,8,3,5,25,46,1,0,A
23/10/16,Crotone,Napoli,12,13,4,8,1,2,0,56,-5,0,A
23/10/16,Empoli,Chievo,8,13,3,2,0,0,24,31,-3,0,D
23/10/16,Roma,Palermo,18,7,7,3,4,1,56,27,3,-2,H
23/10/16,Torino,Lazio,16,14,4,6,2,2,35,47,3,1,D
23/10/16,Udinese,Pescara,9,16,4,3,3,1,27,11,-2,-2,H
25/10/16,Genoa,Milan,8,13,3,3,3,0,38,39,1,2,H
26/10/16,Chievo,Bologna,10,8,3,4,1,1,31,29,-1,-1,D
26/10/16,Fiorentina,Crotone,26,4,11,2,1,1,45,0,0,-4,D
26/10/16,Inter,Torino,22,7,6,2,2,1,44,34,-2,2,H
26/10/16,Juventus,Sampdoria,13,8,7,3,4,1,73,30,3,-1,H
26/10/16,Lazio,Cagliari,19,14,12,5,4,1,47,25,3,1,H
26/10/16,Napoli,Empoli,35,7,10,2,2,0,56,24,1,-3,H
26/10/16,Pescara,Atalanta,5,13,0,3,0,1,10,26,-3,4,A
26/10/16,Sassuolo,Roma,16,16,3,5,1,3,37,57,0,3,A
27/10/16,Palermo,Udinese,11,11,2,7,1,3,26,27,-4,-1,A
29/10/16,Bologna,Fiorentina,5,12,2,5,0,1,28,46,-2,1,A
29/10/16,Juventus,Napoli,10,12,3,2,2,1,73,55,3,-1,H
30/10/16,Atalanta,Genoa,15,10,9,2,3,0,27,38,4,0,H
30/10/16,Crotone,Chievo,9,16,7,3,2,0,9,31,-2,-1,H
30/10/16,Empoli,Roma,8,23,3,5,0,0,24,56,-2,4,D
30/10/16,Lazio,Sassuolo,14,14,6,5,2,1,48,36,3,-2,H
30/10/16,Milan,Pescara,18,14,9,6,1,0,40,9,3,-4,H
30/10/16,Sampdoria,Inter,9,14,3,3,1,0,31,43,1,-3,H
31/10/16,Cagliari,Palermo,8,12,4,3,2,1,26,26,1,-4,H
31/10/16,Udinese,Torino,16,13,5,3,2,2,27,34,0,1,D
05/11/16,Napoli,Lazio,18,7,8,3,1,1,55,47,0,2,D
05/11/16,Torino,Cagliari,23,10,9,7,5,1,35,26,1,-1,H
06/11/16,Chievo,Juventus,9,17,2,6,1,2,30,73,-3,3,A
06/11/16,Fiorentina,Sampdoria,20,17,5,6,1,1,46,30,2,1,D
06/11/16,Genoa,Udinese,16,10,4,3,1,1,37,27,-1,1,D
06/11/16,Inter,Crotone,25,4,9,0,3,0,44,8,-1,-2,H
06/11/16,Palermo,Milan,15,12,7,6,1,2,26,40,-5,3,A
06/11/16,Pescara,Empoli,22,9,7,6,0,4,8,25,-4,0,A
06/11/16,Roma,Bologna,22,13,8,5,3,0,56,28,4,-2,H
06/11/16,Sassuolo,Atalanta,15,15,3,8,0,3,36,28,-2,4,A
19/11/16,Chievo,Cagliari,12,11,2,2,1,0,31,25,-1,-3,H
19/11/16,Juventus,Pescara,14,9,5,3,3,0,74,7,3,-5,H
19/11/16,Udinese,Napoli,7,10,3,4,1,2,27,55,1,2,A
20/11/16,Atalanta,Roma,21,9,6,5,2,1,29,56,5,2,H
20/11/16,Bologna,Palermo,8,8,4,4,3,1,29,25,-1,-5,H
20/11/16,Crotone,Torino,15,16,5,4,0,2,7,36,-2,1,A
20/11/16,Empoli,Fiorentina,13,24,6,13,0,4,24,46,-1,3,A
20/11/16,Lazio,Genoa,16,12,4,3,3,1,48,37,3,-2,H
20/11/16,Milan,Inter,10,21,4,6,2,2,40,43,2,0,D
20/11/16,Sampdoria,Sassuolo,22,11,8,5,3,2,31,36,2,-4,H
26/11/16,Empoli,Milan,15,16,4,6,1,4,24,41,-2,2,A
26/11/16,Torino,Chievo,16,10,4,3,2,1,36,31,2,-2,H
27/11/16,Bologna,Atalanta,9,14,2,2,0,2,28,30,-2,5,A
27/11/16,Cagliari,Udinese,7,20,3,5,2,1,26,26,-1,-1,H
27/11/16,Crotone,Sampdoria,9,15,3,6,1,1,7,31,-1,1,D
27/11/16,Genoa,Juventus,12,12,6,2,3,1,38,73,0,3,H
27/11/16,Palermo,Lazio,17,18,4,6,0,1,25,48,-5,4,A
27/11/16,Roma,Pescara,14,14,7,7,3,2,56,7,2,-5,H
28/11/16,Inter,Fiorentina,22,12,9,6,4,2,44,46,2,1,H
28/11/16,Napoli,Sassuolo,20,4,6,1,1,1,55,35,1,-4,D
02/12/16,Napoli,Inter,19,18,11,6,3,0,55,44,1,0,H
03/12/16,Juventus,Atalanta,12,7,7,2,3,1,73,29,3,3,H
04/12/16,Fiorentina,Palermo,19,7,7,2,2,1,46,25,2,-5,H
04/12/16,Lazio,Roma,11,7,2,4,0,2,48,57,2,2,A
04/12/16,Milan,Crotone,12,9,4,5,2,1,41,6,4,-2,H
04/12/16,Pescara,Cagliari,19,6,2,2,1,1,6,26,-4,0,D
04/12/16,Sampdoria,Torino,13,14,2,3,2,0,31,36,3,2,H
04/12/16,Sassuolo,Empoli,12,14,6,3,3,0,36,24,-2,-2,H
05/12/16,Chievo,Genoa,7,9,2,0,0,0,30,37,-2,-1,D
05/12/16,Udinese,Bologna,19,7,9,1,1,0,27,28,-1,-3,H
10/12/16,Crotone,Pescara,8,6,4,3,2,1,12,6,-2,-4,H
10/12/16,Sampdoria,Lazio,10,10,5,7,1,2,31,48,1,2,A
11/12/16,Atalanta,Udinese,18,6,9,3,1,3,29,28,1,0,A
11/12/16,Bologna,Empoli,22,3,3,1,0,0,27,23,-2,-2,D
11/12/16,Cagliari,Napoli,6,23,3,11,0,5,25,56,-2,3,A
11/12/16,Inter,Genoa,13,10,3,4,2,0,44,37,2,-1,H
11/12/16,Palermo,Chievo,15,9,3,3,0,2,25,31,-5,0,A
11/12/16,Torino,Juventus,9,17,2,8,1,3,35,73,1,3,A
12/12/16,Fiorentina,Sassuolo,14,16,6,5,2,1,47,35,2,-2,H
12/12/16,Roma,Milan,14,8,4,4,1,0,57,41,3,2,H
15/12/16,Genoa,Fiorentina,9,9,4,3,1,0,38,46,0,1,H
17/12/16,Empoli,Cagliari,7,9,2,2,2,0,24,25,-2,-2,H
17/12/16,Juventus,Roma,7,10,6,2,1,0,74,57,3,1,H
17/12/16,Milan,Atalanta,11,14,3,4,0,0,40,29,1,0,D
18/12/16,Chievo,Sampdoria,13,21,5,6,2,1,32,31,2,0,H
18/12/16,Genoa,Palermo,14,13,6,4,3,4,37,25,0,-3,A
18/12/16,Lazio,Fiorentina,11,13,5,6,3,1,49,46,3,-1,H
18/12/16,Napoli,Torino,21,10,10,5,5,3,56,35,4,-1,H
18/12/16,Pescara,Bologna,7,18,1,8,0,3,5,29,-4,0,A
18/12/16,Sassuolo,Inter,11,20,4,6,0,1,35,45,-2,2,A
18/12/16,Udinese,Crotone,14,9,8,4,2,0,29,11,1,-2,H
20/12/16,Atalanta,Empoli,30,3,10,1,2,1,29,24,0,-2,H
21/12/16,Inter,Lazio,11,10,6,4,3,0,45,48,3,1,H
22/12/16,Cagliari,Sassuolo,18,12,10,4,4,3,26,35,0,-2,H
22/12/16,Fiorentina,Napoli,15,9,5,8,3,3,45,55,0,3,D
22/12/16,Palermo,Pescara,5,11,2,2,1,1,25,5,-2,-3,D
22/12/16,Roma,Chievo,25,6,9,2,3,1,57,31,3,0,H
22/12/16,Sampdoria,Udinese,14,11,3,3,0,0,30,28,-1,2,D
22/12/16,Torino,Genoa,10,15,5,4,1,0,36,37,-1,-2,H
07/01/17,Empoli,Palermo,6,13,2,4,1,0,25,25,0,-2,H
07/01/17,Napoli,Sampdoria,23,9,9,2,2,1,56,30,4,-2,H
08/01/17,Chievo,Atalanta,7,18,2,7,1,4,31,30,0,0,A
08/01/17,Genoa,Roma,10,16,4,3,0,1,36,57,-3,3,A
08/01/17,Juventus,Bologna,12,7,4,2,3,0,74,28,3,-2,H
08/01/17,Lazio,Crotone,22,2,5,1,1,0,49,11,1,-2,H
08/01/17,Milan,Cagliari,29,7,4,1,1,0,41,26,2,-2,H
08/01/17,Sassuolo,Torino,7,24,2,1,0,0,34,35,-2,-2,D
08/01/17,Udinese,Inter,12,9,3,4,1,2,28,46,2,3,A
14/01/17,Crotone,Bologna,17,14,6,7,0,1,10,29,-3,0,A
14/01/17,Inter,Chievo,31,5,14,4,3,1,46,31,5,-1,H
15/01/17,Cagliari,Genoa,19,12,12,4,4,1,27,36,-1,-3,H
15/01/17,Fiorentina,Juventus,17,11,6,4,2,1,46,73,0,3,H
15/01/17,Lazio,Atalanta,21,9,5,3,2,1,50,30,3,0,H
15/01/17,Napoli,Pescara,23,8,10,2,3,1,56,5,4,-3,H
15/01/17,Sampdoria,Empoli,16,14,2,2,0,0,30,25,-3,1,D
15/01/17,Sassuolo,Palermo,14,14,7,3,4,1,35,25,-2,-2,H
15/01/17,Udinese,Roma,10,13,5,4,0,1,28,58,0,3,A
